id,image_name,sample_group,pixel_north_east_x,pixel_north_east_y,pixel_south_west_x,pixel_south_west_y
995,1_20161010_0214,positive,24434,20715,24364,20786
996,1_20161010_0214,positive,24337,20643,24267,20714
997,1_20161010_0214,positive,24194,20444,24124,20515
998,1_20161010_0214,positive,23436,21918,23366,21989
999,1_20161010_0214,positive,23219,21848,23149,21919
1000,1_20161010_0214,positive,23022,22108,22952,22179
1001,1_20161010_0214,positive,23713,21791,23643,21862
1002,1_20161010_0214,positive,23900,21614,23830,21685
1003,1_20161010_0214,positive,23933,22176,23863,22247
1004,1_20161010_0214,positive,23136,21949,23066,22020
1005,1_20161010_0214,positive,23134,22099,23064,22170
1006,1_20161010_0214,positive,25093,22246,25023,22317
1007,1_20161010_0214,positive,25478,22252,25408,22323
1008,1_20161010_0214,positive,25310,22012,25240,22083
1009,1_20161010_0214,positive,25357,21686,25287,21757
1010,1_20161010_0214,positive,25700,21691,25630,21762
1011,1_20161010_0214,positive,25740,22377,25670,22448
1012,1_20161010_0214,positive,25255,22421,25185,22492
1013,1_20161010_0214,positive,25012,22496,24942,22567
1014,1_20161010_0214,positive,26611,22791,26541,22862
1015,1_20161010_0214,positive,27044,22666,26974,22737
1016,1_20161010_0214,positive,27326,22622,27256,22693
1017,1_20161010_0214,positive,27198,23135,27128,23206
1018,1_20161010_0214,positive,25819,23045,25749,23116
1019,1_20161010_0214,positive,25549,23479,25479,23550
1020,1_20161010_0214,positive,25319,23335,25249,23406
1021,1_20161010_0214,positive,26423,23277,26353,23348
1022,1_20161010_0214,positive,26274,23233,26204,23304
1023,1_20161010_0214,positive,25651,23427,25581,23498
1024,1_20161010_0214,positive,26002,24107,25932,24178
1025,1_20161010_0214,positive,25628,23897,25558,23968
1026,1_20161010_0214,positive,25742,24581,25672,24651
1027,1_20161010_0214,positive,25503,24983,25433,25053
1028,1_20161010_0214,positive,25150,24894,25080,24964
1029,1_20161010_0214,positive,25271,24485,25201,24555
1030,1_20161010_0214,positive,24951,24660,24881,24730
1031,1_20161010_0214,positive,24769,24910,24699,24980
1032,1_20161010_0214,positive,25060,25098,24990,25168
1033,1_20161010_0214,positive,24884,25443,24814,25513
1034,1_20161010_0214,positive,24193,25356,24123,25426
1035,1_20161010_0214,positive,24216,25200,24146,25270
1036,1_20161010_0214,positive,23999,25292,23929,25362
1037,1_20161010_0214,positive,24716,25437,24646,25507
1038,1_20161010_0214,positive,24661,25112,24591,25182
1039,1_20161010_0214,positive,24287,25644,24217,25714
1040,1_20161010_0214,positive,23905,26394,23835,26463
1041,1_20161010_0214,positive,23869,26161,23799,26230
1042,1_20161010_0214,positive,24421,26431,24351,26500
1043,1_20161010_0214,positive,24427,26703,24357,26772
1044,1_20161010_0214,positive,24707,26697,24637,26766
1045,1_20161010_0214,positive,24339,26994,24269,27063
1046,1_20161010_0214,positive,23936,27102,23866,27171
1047,1_20161010_0214,positive,23970,26939,23900,27008
1048,1_20161010_0214,positive,23818,26642,23748,26711
1049,1_20161010_0214,positive,23771,26725,23701,26794
1050,1_20161010_0214,positive,24511,27364,24441,27433
1051,1_20161010_0214,positive,25186,26867,25116,26936
1052,1_20161010_0214,positive,25259,27529,25189,27598
1053,1_20161010_0214,positive,25023,27964,24953,28033
1054,1_20161010_0214,positive,24769,28053,24699,28122
1055,1_20161010_0214,positive,24401,27610,24331,27679
1056,1_20161010_0214,positive,24003,27717,23933,27786
1057,1_20161010_0214,positive,24041,28308,23971,28377
1058,1_20161010_0214,positive,25186,28114,25116,28183
1059,1_20161010_0214,positive,25588,28355,25518,28424
1060,1_20161010_0214,positive,25862,28476,25792,28545
1061,1_20161010_0214,positive,24543,28977,24473,29046
1062,1_20161010_0214,positive,24688,29162,24618,29231
1063,1_20161010_0214,positive,23927,29257,23857,29326
1064,1_20161010_0214,positive,23472,29270,23402,29339
1065,1_20161010_0214,positive,23139,29416,23069,29485
1066,1_20161010_0214,positive,22921,29462,22851,29531
1067,1_20161010_0214,positive,22823,29271,22753,29340
1068,1_20161010_0214,positive,22562,29632,22492,29701
1069,1_20161010_0214,positive,22935,29848,22865,29917
1070,1_20161010_0214,positive,23100,30078,23030,30147
1071,1_20161010_0214,positive,22968,29891,22898,29960
1072,1_20161010_0214,positive,22047,29887,21977,29956
1073,1_20161010_0214,positive,22100,30026,22030,30095
1074,1_20161010_0214,positive,22303,30051,22233,30120
1075,1_20161010_0214,positive,22317,30341,22247,30410
1076,1_20161010_0214,positive,22633,30600,22563,30669
1077,1_20161010_0214,positive,23237,30400,23167,30469
1078,1_20161010_0214,positive,21278,30319,21208,30386
1079,1_20161010_0214,positive,19453,30510,19383,30577
1080,1_20161010_0214,positive,19389,30417,19319,30484
1081,1_20161010_0214,positive,19308,30281,19238,30348
1082,1_20161010_0214,positive,19717,30655,19647,30722
1083,1_20161010_0214,positive,18825,30560,18755,30627
1084,1_20161010_0214,positive,18193,30076,18123,30143
1085,1_20161010_0214,positive,18038,30198,17968,30265
1086,1_20161010_0214,positive,18365,30095,18295,30162
1087,1_20161010_0214,positive,18114,30518,18044,30585
1088,1_20161010_0214,positive,17683,29115,17613,29184
1089,1_20161010_0214,positive,17404,29504,17334,29573
1090,1_20161010_0214,positive,18563,29019,18493,29088
1091,1_20161010_0214,positive,18494,28882,18424,28951
1092,1_20161010_0214,positive,18160,28804,18090,28873
1093,1_20161010_0214,positive,18511,28826,18441,28895
1094,1_20161010_0214,positive,18398,28854,18328,28923
1095,1_20161010_0214,positive,17987,29764,17917,29831
1096,1_20161010_0214,positive,18671,29684,18601,29751
1097,1_20161010_0214,positive,18977,29412,18907,29479
1098,1_20161010_0214,positive,17272,29819,17202,29886
1099,1_20161010_0214,positive,17201,29621,17131,29688
1100,1_20161010_0214,positive,16797,29945,16727,30012
1101,1_20161010_0214,positive,16764,30412,16694,30479
1102,1_20161010_0214,positive,17274,30515,17204,30582
1103,1_20161010_0214,positive,17272,30511,17202,30578
1104,1_20161010_0214,positive,17412,30163,17342,30230
1105,1_20161010_0214,positive,16605,30523,16535,30590
1106,1_20161010_0214,positive,16412,30435,16342,30502
1107,1_20161010_0214,positive,15828,30814,15758,30881
1108,1_20161010_0214,positive,15838,31000,15768,31067
1109,1_20161010_0214,positive,14572,28902,14502,28971
1110,1_20161010_0214,positive,14252,29553,14182,29622
1111,1_20161010_0214,positive,14661,28546,14591,28615
1112,1_20161010_0214,positive,15639,28918,15569,28987
1113,1_20161010_0214,positive,15413,29132,15343,29201
1114,1_20161010_0214,positive,14879,28879,14809,28948
1115,1_20161010_0214,positive,15913,28788,15843,28857
1116,1_20161010_0214,positive,13410,28858,13340,28927
1117,1_20161010_0214,positive,13737,27955,13667,28024
1118,1_20161010_0214,positive,14019,27896,13949,27965
1119,1_20161010_0214,positive,13927,28097,13857,28166
1120,1_20161010_0214,positive,13790,28250,13720,28319
1121,1_20161010_0214,positive,13161,27747,13091,27816
1122,1_20161010_0214,positive,12913,28384,12843,28453
1123,1_20161010_0214,positive,13982,27696,13912,27765
1124,1_20161010_0214,positive,13060,27564,12990,27633
1125,1_20161010_0214,positive,12671,27385,12601,27454
1126,1_20161010_0214,positive,12494,27414,12424,27483
1127,1_20161010_0214,positive,12446,26879,12376,26948
1128,1_20161010_0214,positive,12504,26922,12434,26991
1129,1_20161010_0214,positive,13442,27224,13372,27293
1130,1_20161010_0214,positive,13554,27034,13484,27103
1131,1_20161010_0214,positive,14050,26951,13980,27020
1132,1_20161010_0214,positive,14529,26354,14459,26423
1133,1_20161010_0214,positive,14429,26194,14359,26263
1134,1_20161010_0214,positive,14200,26291,14130,26360
1135,1_20161010_0214,positive,14587,26279,14517,26348
1136,1_20161010_0214,positive,14898,26298,14828,26367
1137,1_20161010_0214,positive,13625,25653,13555,25722
1138,1_20161010_0214,positive,13207,25374,13137,25443
1139,1_20161010_0214,positive,13409,25139,13339,25208
1140,1_20161010_0214,positive,13095,25056,13025,25125
1141,3_20161010_0236,positive,16736,9788,16666,9864
1142,3_20161010_0236,positive,16765,9588,16695,9664
1143,3_20161010_0236,positive,16730,10023,16660,10099
1144,3_20161010_0236,positive,16922,9859,16852,9935
1145,3_20161010_0236,positive,17014,9963,16944,10039
1146,3_20161010_0236,positive,17132,10064,17062,10140
1147,3_20161010_0236,positive,17188,10143,17118,10219
1148,3_20161010_0236,positive,16988,10232,16918,10308
1149,3_20161010_0236,positive,16901,10208,16831,10284
1150,3_20161010_0236,positive,16899,10304,16829,10380
1151,3_20161010_0236,positive,16960,10434,16890,10510
1152,3_20161010_0236,positive,16639,10448,16569,10524
1153,3_20161010_0236,positive,16841,10612,16771,10688
1154,3_20161010_0236,positive,16626,10724,16556,10800
1155,3_20161010_0236,positive,16408,10509,16338,10585
1156,3_20161010_0236,positive,16865,10777,16795,10853
1157,3_20161010_0236,positive,16484,11117,16414,11193
1158,3_20161010_0236,positive,17053,11169,16983,11245
1159,3_20161010_0236,positive,15573,11323,15503,11399
1160,3_20161010_0236,positive,15469,11210,15399,11286
1161,3_20161010_0236,positive,15561,11242,15491,11318
1162,3_20161010_0236,positive,15714,11426,15644,11502
1163,3_20161010_0236,positive,15676,11545,15606,11621
1164,3_20161010_0236,positive,15607,11696,15537,11772
1165,3_20161010_0236,positive,15236,11671,15166,11747
1166,3_20161010_0236,positive,15597,11853,15527,11929
1167,3_20161010_0236,positive,15865,12143,15795,12219
1168,3_20161010_0236,positive,15495,12394,15425,12470
1169,3_20161010_0236,positive,15495,12394,15425,12470
1170,3_20161010_0236,positive,16287,12022,16217,12098
1171,3_20161010_0236,positive,16382,11924,16312,12000
1172,3_20161010_0236,positive,16431,12041,16361,12117
1173,3_20161010_0236,positive,16522,11462,16452,11538
1174,3_20161010_0236,positive,16207,11412,16137,11488
1175,3_20161010_0236,positive,15863,11557,15793,11633
1176,3_20161010_0236,positive,15875,11597,15805,11673
1177,3_20161010_0236,positive,15897,11630,15827,11706
1178,3_20161010_0236,positive,15976,11647,15906,11723
1179,3_20161010_0236,positive,16101,11038,16031,11114
1180,3_20161010_0236,positive,15707,11019,15637,11095
1181,3_20161010_0236,positive,15540,10635,15470,10711
1182,3_20161010_0236,positive,16235,10453,16165,10529
1183,3_20161010_0236,positive,16096,10329,16026,10405
1184,3_20161010_0236,positive,16454,10304,16384,10380
1185,3_20161010_0236,positive,15594,9989,15524,10065
1186,3_20161010_0236,positive,15445,9748,15375,9824
1187,3_20161010_0236,positive,15466,9530,15396,9606
1188,3_20161010_0236,positive,15261,9123,15191,9199
1189,3_20161010_0236,positive,15195,9016,15125,9092
1190,3_20161010_0236,positive,15288,8916,15218,8992
1191,3_20161010_0236,positive,14824,9006,14754,9082
1192,3_20161010_0236,positive,14908,8939,14838,9015
1193,3_20161010_0236,positive,15452,8649,15382,8725
1194,3_20161010_0236,positive,15903,8664,15833,8740
1195,3_20161010_0236,positive,15909,8577,15839,8653
1196,3_20161010_0236,positive,15823,8329,15753,8405
1197,3_20161010_0236,positive,15279,8372,15209,8448
1198,3_20161010_0236,positive,15019,8338,14949,8414
1199,3_20161010_0236,positive,15229,8092,15159,8168
1200,3_20161010_0236,positive,14985,8163,14915,8239
1201,3_20161010_0236,positive,14754,8143,14684,8219
1202,3_20161010_0236,positive,14755,8058,14685,8134
1203,3_20161010_0236,positive,14922,7845,14852,7921
1204,3_20161010_0236,positive,14764,7880,14694,7956
1205,3_20161010_0236,positive,14770,7956,14700,8032
1206,3_20161010_0236,positive,14530,8020,14460,8096
1207,3_20161010_0236,positive,14485,8105,14415,8181
1208,3_20161010_0236,positive,14591,8136,14521,8212
1209,3_20161010_0236,positive,14560,8089,14490,8165
1210,3_20161010_0236,positive,14359,8117,14289,8193
1211,3_20161010_0236,positive,14300,8187,14230,8263
1212,3_20161010_0236,positive,14344,8189,14274,8265
1213,3_20161010_0236,positive,14451,8169,14381,8245
1214,3_20161010_0236,positive,14368,8264,14298,8340
1215,3_20161010_0236,positive,14400,8296,14330,8372
1216,3_20161010_0236,positive,14345,8434,14275,8510
1217,3_20161010_0236,positive,14272,8402,14202,8478
1218,3_20161010_0236,positive,14209,8237,14139,8313
1219,3_20161010_0236,positive,14239,8262,14169,8338
1220,3_20161010_0236,positive,14013,8263,13943,8339
1221,3_20161010_0236,positive,13877,8468,13807,8544
1222,3_20161010_0236,positive,14035,8598,13965,8674
1223,3_20161010_0236,positive,13872,8670,13802,8746
1224,3_20161010_0236,positive,14026,8736,13956,8812
1225,3_20161010_0236,positive,14207,8728,14137,8804
1226,3_20161010_0236,positive,14172,8876,14102,8952
1227,3_20161010_0236,positive,13819,8847,13749,8923
1228,3_20161010_0236,positive,13600,8877,13530,8953
1229,3_20161010_0236,positive,13483,8932,13413,9008
1230,3_20161010_0236,positive,13611,9129,13541,9205
1231,3_20161010_0236,positive,13460,9215,13390,9291
1232,3_20161010_0236,positive,13577,9236,13507,9312
1233,3_20161010_0236,positive,13476,9330,13406,9406
1234,3_20161010_0236,positive,13526,9444,13456,9520
1235,3_20161010_0236,positive,13817,9195,13747,9271
1236,3_20161010_0236,positive,13802,9134,13732,9210
1237,3_20161010_0236,positive,13953,9097,13883,9173
1238,3_20161010_0236,positive,13861,8973,13791,9049
1239,3_20161010_0236,positive,13754,9012,13684,9088
1240,3_20161010_0236,positive,14060,9200,13990,9276
1241,3_20161010_0236,positive,14113,9282,14043,9358
1242,3_20161010_0236,positive,14231,9115,14161,9191
1243,3_20161010_0236,positive,14418,9122,14348,9198
1244,3_20161010_0236,positive,14362,9012,14292,9088
1245,3_20161010_0236,positive,14283,8942,14213,9018
1246,3_20161010_0236,positive,13900,9468,13830,9544
1247,3_20161010_0236,positive,13962,9430,13892,9506
1248,3_20161010_0236,positive,14006,9370,13936,9446
1249,3_20161010_0236,positive,13835,9570,13765,9646
1250,3_20161010_0236,positive,13774,9601,13704,9677
1251,3_20161010_0236,positive,13902,9714,13832,9790
1252,3_20161010_0236,positive,14294,9639,14224,9715
1253,3_20161010_0236,positive,14406,9535,14336,9611
1254,3_20161010_0236,positive,14057,9820,13987,9896
1255,3_20161010_0236,positive,14014,9925,13944,10001
1256,3_20161010_0236,positive,14069,9935,13999,10011
1257,3_20161010_0236,positive,13621,9969,13551,10045
1258,3_20161010_0236,positive,13751,10133,13681,10209
1259,3_20161010_0236,positive,13995,10134,13925,10210
1260,3_20161010_0236,positive,14035,10270,13965,10346
1261,3_20161010_0236,positive,14069,10217,13999,10293
1262,3_20161010_0236,positive,13415,10197,13345,10273
1263,3_20161010_0236,positive,13587,10362,13517,10438
1264,3_20161010_0236,positive,13656,10530,13586,10606
1265,3_20161010_0236,positive,14065,10384,13995,10460
1266,3_20161010_0236,positive,14236,10371,14166,10447
1267,3_20161010_0236,positive,14240,10310,14170,10386
1268,3_20161010_0236,positive,14365,10439,14295,10515
1269,3_20161010_0236,positive,14176,10228,14106,10304
1270,3_20161010_0236,positive,14194,10157,14124,10233
1271,3_20161010_0236,positive,14328,10105,14258,10181
1272,3_20161010_0236,positive,14394,10053,14324,10129
1273,3_20161010_0236,positive,14548,10127,14478,10203
1274,3_20161010_0236,positive,14448,10229,14378,10305
1275,3_20161010_0236,positive,14812,10197,14742,10273
1276,3_20161010_0236,positive,14972,10269,14902,10345
1277,3_20161010_0236,positive,14971,10221,14901,10297
1278,3_20161010_0236,positive,15260,10263,15190,10339
1279,3_20161010_0236,positive,15241,10309,15171,10385
1280,3_20161010_0236,positive,15518,10334,15448,10410
1281,3_20161010_0236,positive,14694,9374,14624,9450
1282,3_20161010_0236,positive,14808,9365,14738,9441
1283,3_20161010_0236,positive,14748,9300,14678,9376
1284,3_20161010_0236,positive,15003,9078,14933,9154
1285,3_20161010_0236,positive,14556,9146,14486,9222
1286,3_20161010_0236,positive,14496,8677,14426,8753
1287,3_20161010_0236,positive,14566,8712,14496,8788
1288,3_20161010_0236,positive,13654,8107,13584,8183
1289,3_20161010_0236,positive,13526,8218,13456,8294
1290,3_20161010_0236,positive,13997,7829,13927,7905
1291,3_20161010_0236,positive,14143,7749,14073,7825
1292,3_20161010_0236,positive,13706,7585,13636,7661
1293,3_20161010_0236,positive,13901,7555,13831,7631
1294,3_20161010_0236,positive,14239,7386,14169,7462
1295,3_20161010_0236,positive,13445,7525,13375,7601
1296,3_20161010_0236,positive,13569,7311,13499,7387
1297,3_20161010_0236,positive,13143,7189,13073,7265
1298,3_20161010_0236,positive,12962,7431,12892,7507
1299,3_20161010_0236,positive,12830,7451,12760,7527
1300,3_20161010_0236,positive,12726,7548,12656,7624
1301,3_20161010_0236,positive,12925,7292,12855,7368
1302,3_20161010_0236,positive,12768,7219,12698,7295
1303,3_20161010_0236,positive,12849,7200,12779,7276
1304,3_20161010_0236,positive,12668,7132,12598,7208
1305,3_20161010_0236,positive,12429,7552,12359,7628
1306,3_20161010_0236,positive,12448,7612,12378,7688
1307,3_20161010_0236,positive,12241,7234,12171,7310
1308,3_20161010_0236,positive,12187,7659,12117,7735
1309,3_20161010_0236,positive,11870,7478,11800,7554
1310,3_20161010_0236,positive,11952,7165,11882,7241
1311,3_20161010_0236,positive,11588,7202,11518,7278
1312,3_20161010_0236,positive,11707,7356,11637,7432
1313,3_20161010_0236,positive,11286,7843,11216,7919
1314,3_20161010_0236,positive,11276,7999,11206,8075
1315,3_20161010_0236,positive,11459,8026,11389,8102
1316,3_20161010_0236,positive,10970,8218,10900,8294
1317,3_20161010_0236,positive,11209,8200,11139,8276
1318,3_20161010_0236,positive,11698,8526,11628,8602
1319,3_20161010_0236,positive,11749,8312,11679,8388
1320,3_20161010_0236,positive,11313,8756,11243,8832
1321,3_20161010_0236,positive,11470,8855,11400,8931
1322,3_20161010_0236,positive,11733,8920,11663,8996
1323,3_20161010_0236,positive,10460,8550,10390,8626
1324,3_20161010_0236,positive,10410,8437,10340,8513
1325,3_20161010_0236,positive,10628,8272,10558,8348
1326,3_20161010_0236,positive,9972,8327,9902,8403
1327,3_20161010_0236,positive,10982,8087,10912,8163
1328,3_20161010_0236,positive,10246,8462,10176,8538
1329,3_20161010_0236,positive,9798,8482,9728,8558
1330,3_20161010_0236,positive,9945,8245,9875,8321
1331,3_20161010_0236,positive,9139,8215,9069,8291
1332,3_20161010_0236,positive,9246,8260,9176,8336
1333,3_20161010_0236,positive,9310,8360,9240,8436
1334,3_20161010_0236,positive,9340,8093,9270,8169
1335,3_20161010_0236,positive,9394,7960,9324,8036
1336,3_20161010_0236,positive,9403,8113,9333,8189
1337,3_20161010_0236,positive,9393,8169,9323,8245
1338,3_20161010_0236,positive,9143,7947,9073,8023
1339,3_20161010_0236,positive,9191,8009,9121,8085
1340,3_20161010_0236,positive,9458,7912,9388,7988
1341,3_20161010_0236,positive,9640,7863,9570,7939
1342,3_20161010_0236,positive,9093,7803,9023,7879
1343,3_20161010_0236,positive,8978,7974,8908,8050
1344,3_20161010_0236,positive,8764,8011,8694,8087
1345,3_20161010_0236,positive,9468,7453,9398,7529
1346,3_20161010_0236,positive,9363,7397,9293,7473
1347,3_20161010_0236,positive,8813,7282,8743,7358
1348,3_20161010_0236,positive,8761,7237,8691,7313
1349,3_20161010_0236,positive,8704,7163,8634,7239
1350,3_20161010_0236,positive,8794,7101,8724,7177
1351,3_20161010_0236,positive,8868,7224,8798,7300
1352,3_20161010_0236,positive,8780,7385,8710,7461
1353,3_20161010_0236,positive,8514,7483,8444,7559
1354,3_20161010_0236,positive,8628,7372,8558,7448
1355,3_20161010_0236,positive,8066,7336,7996,7412
1356,3_20161010_0236,positive,8164,7152,8094,7228
1357,3_20161010_0236,positive,7982,6903,7912,6979
1358,3_20161010_0236,positive,8259,6798,8189,6874
1359,3_20161010_0236,positive,8334,6725,8264,6801
1360,3_20161010_0236,positive,8556,6670,8486,6746
1361,3_20161010_0236,positive,8410,6691,8340,6767
1362,3_20161010_0236,positive,8369,6648,8299,6724
1363,3_20161010_0236,positive,8106,6391,8036,6467
1364,3_20161010_0236,positive,7874,6417,7804,6493
1365,3_20161010_0236,positive,8401,6242,8331,6318
1366,3_20161010_0236,positive,8556,6321,8486,6397
1367,3_20161010_0236,positive,8902,6254,8832,6330
1368,3_20161010_0236,positive,8893,6470,8823,6546
1369,3_20161010_0236,positive,8586,6490,8516,6566
1370,3_20161010_0236,positive,8637,6454,8567,6530
1371,3_20161010_0236,positive,9001,6516,8931,6592
1372,3_20161010_0236,positive,8753,6068,8683,6144
1373,3_20161010_0236,positive,8694,6153,8624,6229
1374,3_20161010_0236,positive,8700,6199,8630,6275
1375,3_20161010_0236,positive,8890,6106,8820,6182
1376,3_20161010_0236,positive,8946,6051,8876,6127
1377,3_20161010_0236,positive,9011,6285,8941,6361
1378,3_20161010_0236,positive,8409,5923,8339,5999
1379,3_20161010_0236,positive,8327,6075,8257,6151
1380,3_20161010_0236,positive,8257,6126,8187,6202
1381,3_20161010_0236,positive,8096,6124,8026,6200
1382,3_20161010_0236,positive,8040,6017,7970,6093
1383,3_20161010_0236,positive,8226,6004,8156,6080
1384,3_20161010_0236,positive,8218,5893,8148,5969
1385,3_20161010_0236,positive,8567,5822,8497,5898
1386,3_20161010_0236,positive,8893,5835,8823,5911
1387,3_20161010_0236,positive,9277,5670,9207,5748
1388,3_20161010_0236,positive,9412,5600,9342,5678
1389,3_20161010_0236,positive,9446,5498,9376,5576
1390,3_20161010_0236,positive,9566,5482,9496,5560
1391,3_20161010_0236,positive,9553,5718,9483,5796
1392,3_20161010_0236,positive,9463,5875,9393,5953
1393,3_20161010_0236,positive,9249,5858,9179,5936
1394,3_20161010_0236,positive,9314,5873,9244,5951
1395,3_20161010_0236,positive,9240,5976,9170,6054
1396,3_20161010_0236,positive,9696,5948,9626,6026
1397,3_20161010_0236,positive,8915,5347,8845,5425
1398,3_20161010_0236,positive,8948,5206,8878,5284
1399,3_20161010_0236,positive,9023,5268,8953,5346
1400,3_20161010_0236,positive,9159,5273,9089,5351
1401,3_20161010_0236,positive,9387,5291,9317,5369
1402,3_20161010_0236,positive,9438,5058,9368,5136
1403,3_20161010_0236,positive,9595,5075,9525,5153
1404,3_20161010_0236,positive,9636,5171,9566,5249
1405,3_20161010_0236,positive,9757,5211,9687,5289
1406,3_20161010_0236,positive,9773,5302,9703,5380
1407,3_20161010_0236,positive,9774,5378,9704,5456
1408,3_20161010_0236,positive,9770,5497,9700,5575
1409,3_20161010_0236,positive,9954,5733,9884,5811
1410,3_20161010_0236,positive,10029,5789,9959,5867
1411,3_20161010_0236,positive,10215,5825,10145,5903
1412,3_20161010_0236,positive,10407,5423,10337,5501
1413,3_20161010_0236,positive,10423,5301,10353,5379
1414,3_20161010_0236,positive,10390,5266,10320,5344
1415,3_20161010_0236,positive,10398,5204,10328,5282
1416,3_20161010_0236,positive,10458,5129,10388,5207
1417,3_20161010_0236,positive,10475,5201,10405,5279
1418,3_20161010_0236,positive,10529,5216,10459,5294
1419,3_20161010_0236,positive,10685,5159,10615,5237
1420,3_20161010_0236,positive,10486,5490,10416,5568
1421,3_20161010_0236,positive,10643,5558,10573,5636
1422,3_20161010_0236,positive,10477,5625,10407,5703
1423,3_20161010_0236,positive,10604,5362,10534,5440
1424,3_20161010_0236,positive,10747,5085,10677,5163
1425,3_20161010_0236,positive,10423,4970,10353,5048
1426,3_20161010_0236,positive,10469,5011,10399,5089
1427,3_20161010_0236,positive,10745,4936,10675,5014
1428,3_20161010_0236,positive,10810,5013,10740,5091
1429,3_20161010_0236,positive,10878,5049,10808,5127
1430,3_20161010_0236,positive,10957,5221,10887,5299
1431,3_20161010_0236,positive,11000,5083,10930,5161
1432,3_20161010_0236,positive,11006,4971,10936,5049
1433,3_20161010_0236,positive,10597,4868,10527,4946
1434,3_20161010_0236,positive,10472,4821,10402,4899
1435,3_20161010_0236,positive,10512,4794,10442,4872
1436,3_20161010_0236,positive,10494,4723,10424,4801
1437,3_20161010_0236,positive,10804,4764,10734,4842
1438,3_20161010_0236,positive,10881,4731,10811,4809
1439,3_20161010_0236,positive,10656,4635,10586,4713
1440,3_20161010_0236,positive,10662,4688,10592,4766
1441,3_20161010_0236,positive,10979,4700,10909,4778
1442,3_20161010_0236,positive,10867,4639,10797,4717
1443,3_20161010_0236,positive,10989,4558,10919,4636
1444,3_20161010_0236,positive,10938,4519,10868,4597
1445,3_20161010_0236,positive,10806,4609,10736,4687
1446,3_20161010_0236,positive,10766,4603,10696,4681
1447,3_20161010_0236,positive,10728,4534,10658,4612
1448,3_20161010_0236,positive,10532,4541,10462,4619
1449,3_20161010_0236,positive,10486,4347,10416,4425
1450,3_20161010_0236,positive,10440,4317,10370,4395
1451,3_20161010_0236,positive,10444,4378,10374,4456
1452,3_20161010_0236,positive,10250,4372,10180,4450
1453,3_20161010_0236,positive,10259,4254,10189,4332
1454,3_20161010_0236,positive,10577,4224,10507,4302
1455,3_20161010_0236,positive,10792,4196,10722,4274
1456,3_20161010_0236,positive,10868,4123,10798,4201
1457,3_20161010_0236,positive,9958,4274,9888,4352
1458,3_20161010_0236,positive,10623,4070,10553,4148
1459,3_20161010_0236,positive,10747,4004,10677,4082
1460,3_20161010_0236,positive,10852,4046,10782,4124
1461,3_20161010_0236,positive,11064,4162,10994,4240
1462,3_20161010_0236,positive,11237,4165,11167,4243
1463,3_20161010_0236,positive,10686,3920,10616,3998
1464,3_20161010_0236,positive,10621,3890,10551,3968
1465,3_20161010_0236,positive,10513,4042,10443,4120
1466,3_20161010_0236,positive,10450,4151,10380,4229
1467,3_20161010_0236,positive,10387,4217,10317,4295
1468,3_20161010_0236,positive,10371,3712,10301,3790
1469,3_20161010_0236,positive,10162,3717,10092,3795
1470,3_20161010_0236,positive,10266,3794,10196,3872
1471,3_20161010_0236,positive,9923,4072,9853,4150
1472,3_20161010_0236,positive,9761,4215,9691,4293
1473,3_20161010_0236,positive,9602,4127,9532,4205
1474,3_20161010_0236,positive,9536,4143,9466,4221
1475,3_20161010_0236,positive,9482,4121,9412,4199
1476,3_20161010_0236,positive,9525,4065,9455,4143
1477,3_20161010_0236,positive,9694,3763,9624,3841
1478,3_20161010_0236,positive,9335,3988,9265,4066
1479,3_20161010_0236,positive,9391,3955,9321,4033
1480,3_20161010_0236,positive,10274,3591,10204,3669
1481,3_20161010_0236,positive,10365,3462,10295,3540
1482,3_20161010_0236,positive,10391,3540,10321,3618
1483,3_20161010_0236,positive,10765,3560,10695,3638
1484,3_20161010_0236,positive,10534,3443,10464,3521
1485,3_20161010_0236,positive,10768,3450,10698,3528
1486,3_20161010_0236,positive,10839,3444,10769,3522
1487,3_20161010_0236,positive,10936,3225,10866,3303
1488,3_20161010_0236,positive,11352,3377,11282,3455
1489,3_20161010_0236,positive,11249,3876,11179,3954
1490,3_20161010_0236,positive,11201,4071,11131,4149
1491,3_20161010_0236,positive,11561,3842,11491,3920
1492,3_20161010_0236,positive,11497,3834,11427,3912
1493,3_20161010_0236,positive,11373,4122,11303,4200
1494,3_20161010_0236,positive,11419,4004,11349,4082
1495,3_20161010_0236,positive,11726,3549,11656,3627
1496,3_20161010_0236,positive,11611,3335,11541,3413
1497,3_20161010_0236,positive,12279,3976,12209,4054
1498,3_20161010_0236,positive,12209,3707,12139,3785
1499,3_20161010_0236,positive,12225,3767,12155,3845
1500,3_20161010_0236,positive,12343,3776,12273,3854
1501,3_20161010_0236,positive,12383,3591,12313,3669
1502,3_20161010_0236,positive,12495,3669,12425,3747
1503,3_20161010_0236,positive,12092,4253,12022,4331
1504,3_20161010_0236,positive,12233,4345,12163,4423
1505,3_20161010_0236,positive,12095,4463,12025,4541
1506,3_20161010_0236,positive,12010,4405,11940,4483
1507,3_20161010_0236,positive,11908,4409,11838,4487
1508,3_20161010_0236,positive,11942,4322,11872,4400
1509,3_20161010_0236,positive,12082,4672,12012,4750
1510,3_20161010_0236,positive,11964,4781,11894,4859
